Date;Joursem;Ferie;Vacances Scolaires;Jour;Mois;Trimestre;Annee;Prix;Reel;Normale;Delta
17/12/2016;6;0;0;17;12;4;2016;17,86;5,67;4,84;0,83
18/12/2016;7;0;1;18;12;4;2016;17,67;4,44;4,79;-0,35
19/12/2016;1;0;1;19;12;4;2016;17,67;4,14;4,73;-0,59
20/12/2016;2;0;1;20;12;4;2016;18,42;3,91;4,68;-0,77
21/12/2016;3;0;1;21;12;4;2016;18,07;4,36;4,63;-0,27
22/12/2016;4;0;1;22;12;4;2016;18,06;5,42;4,58;0,84
23/12/2016;5;0;1;23;12;4;2016;17,88;5,79;4,55;1,24
24/12/2016;6;0;1;24;12;4;2016;18,26;7,24;4,52;2,72
25/12/2016;7;1;1;25;12;4;2016;17,96;8,27;4,48;3,79
26/12/2016;1;0;1;26;12;4;2016;17,96;8,28;4,45;3,83
27/12/2016;2;0;1;27;12;4;2016;17,96;6,02;4,42;1,6
28/12/2016;3;0;1;28;12;4;2016;17,96;4,1;4,41;-0,31
29/12/2016;4;0;1;29;12;4;2016;19,34;2,14;4,39;-2,25
30/12/2016;5;0;1;30;12;4;2016;19,49;0,89;4,39;-3,5
31/12/2016;6;0;1;31;12;4;2016;20,7;-0,27;4,38;-4,65
01/01/2017;7;1;1;1;1;1;2017;21,7;0,03;4,37;-4,34
02/01/2017;1;0;1;2;1;1;2017;21,7;1,44;4,37;-2,93
03/01/2017;2;0;0;3;1;1;2017;21,7;1,43;4,37;-2,94
04/01/2017;3;0;0;4;1;1;2017;22,8;2,35;4,38;-2,03
05/01/2017;4;0;0;5;1;1;2017;19,95;2,76;4,38;-1,62
06/01/2017;5;0;0;6;1;1;2017;19,7;0,62;4,39;-3,77
07/01/2017;6;0;0;7;1;1;2017;20,47;-0,09;4,41;-4,5
08/01/2017;7;0;0;8;1;1;2017;19,2;0,86;4,43;-3,57
09/01/2017;1;0;0;9;1;1;2017;19,2;3,63;4,45;-0,82
10/01/2017;2;0;0;10;1;1;2017;19,18;4,94;4,47;0,47
11/01/2017;3;0;0;11;1;1;2017;20,64;6,41;4,5;1,91
12/01/2017;4;0;0;12;1;1;2017;20,77;6,92;4,52;2,4
13/01/2017;5;0;0;13;1;1;2017;21,4;5,31;4,56;0,75
14/01/2017;6;0;0;14;1;1;2017;21,59;3,98;4,59;-0,61
15/01/2017;7;0;0;15;1;1;2017;20,75;3,13;4,62;-1,49
16/01/2017;1;0;0;16;1;1;2017;20,75;2,72;4,66;-1,94
17/01/2017;2;0;0;17;1;1;2017;22,25;0,45;4,7;-4,25
18/01/2017;3;0;0;18;1;1;2017;20,95;-0,78;4,74;-5,52
19/01/2017;4;0;0;19;1;1;2017;22,31;-1,36;4,79;-6,15
20/01/2017;5;0;0;20;1;1;2017;21,59;-1,11;4,82;-5,93
21/01/2017;6;0;0;21;1;1;2017;21,7;-0,55;4,87;-5,42
22/01/2017;7;0;0;22;1;1;2017;21,96;0,21;4,92;-4,71
23/01/2017;1;0;0;23;1;1;2017;21,96;0,33;4,97;-4,64
24/01/2017;2;0;0;24;1;1;2017;22,36;0,28;5,01;-4,73
25/01/2017;3;0;0;25;1;1;2017;23,29;-0,45;5,06;-5,51
26/01/2017;4;0;0;26;1;1;2017;23,06;-0,28;5,11;-5,39
27/01/2017;5;0;0;27;1;1;2017;21,67;3,02;5,16;-2,14
28/01/2017;6;0;0;28;1;1;2017;21,09;5,53;5,21;0,32
29/01/2017;7;0;0;29;1;1;2017;20,4;6,05;5,27;0,78
30/01/2017;1;0;0;30;1;1;2017;20,4;6,21;5,31;0,9
31/01/2017;2;0;0;31;1;1;2017;20,52;8,45;5,37;3,08
01/02/2017;3;0;0;1;2;1;2017;21,07;9,37;5,43;3,94
02/02/2017;4;0;0;2;2;1;2017;21,44;10,26;5,47;4,79
03/02/2017;5;0;0;3;2;1;2017;22,3;9,21;5,53;3,68
04/02/2017;6;0;0;4;2;1;2017;22,37;8,14;5,58;2,56
05/02/2017;7;0;1;5;2;1;2017;22,94;7,4;5,63;1,77
06/02/2017;1;0;1;6;2;1;2017;22,94;6,88;5,7;1,18
07/02/2017;2;0;1;7;2;1;2017;23,64;7,17;5,75;1,42
08/02/2017;3;0;1;8;2;1;2017;23,17;6,48;5,8;0,68
09/02/2017;4;0;1;9;2;1;2017;22,46;4,94;5,86;-0,92
10/02/2017;5;0;1;10;2;1;2017;21,42;3,81;5,92;-2,11
11/02/2017;6;0;1;11;2;1;2017;21,31;3,35;5,97;-2,62
12/02/2017;7;0;1;12;2;1;2017;20,14;5,19;6,03;-0,84
13/02/2017;1;0;1;13;2;1;2017;20,14;7,45;6,09;1,36
14/02/2017;2;0;1;14;2;1;2017;20,18;8,78;6,14;2,64
15/02/2017;3;0;1;15;2;1;2017;19,58;10,06;6,2;3,86
16/02/2017;4;0;1;16;2;1;2017;18,91;9,59;6,26;3,33
17/02/2017;5;0;1;17;2;1;2017;19,14;8,88;6,31;2,57
18/02/2017;6;0;1;18;2;1;2017;19,11;7,7;6,37;1,33
19/02/2017;7;0;1;19;2;1;2017;18,47;7,33;6,44;0,89
20/02/2017;1;0;0;20;2;1;2017;18,47;8,55;6,49;2,06
21/02/2017;2;0;0;21;2;1;2017;18,75;10,21;6,55;3,66
22/02/2017;3;0;0;22;2;1;2017;18,45;10,52;6,62;3,9
23/02/2017;4;0;0;23;2;1;2017;18,27;10,3;6,68;3,62
24/02/2017;5;0;0;24;2;1;2017;18,08;8,37;6,74;1,63
25/02/2017;6;0;0;25;2;1;2017;18,55;7,07;6,8;0,27
26/02/2017;7;0;0;26;2;1;2017;17,49;8,15;6,87;1,28
27/02/2017;1;0;0;27;2;1;2017;17,49;9,16;6,93;2,23
28/02/2017;2;0;0;28;2;1;2017;17,71;8,11;7;1,11
01/03/2017;3;0;0;1;3;1;2017;17,44;8,47;7,07;1,4
02/03/2017;4;0;0;2;3;1;2017;17,2;8,93;7,14;1,79
03/03/2017;5;0;0;3;3;1;2017;17,35;10;7,21;2,79
04/03/2017;6;0;0;4;3;1;2017;16,99;9,2;7,28;1,92
05/03/2017;7;0;0;5;3;1;2017;16,66;8,15;7,35;0,8
06/03/2017;1;0;0;6;3;1;2017;16,66;8,12;7,44;0,68
07/03/2017;2;0;0;7;3;1;2017;17,05;7,91;7,5;0,41
08/03/2017;3;0;0;8;3;1;2017;17,03;9,25;7,59;1,66
09/03/2017;4;0;0;9;3;1;2017;16,73;11,22;7,66;3,56
10/03/2017;5;0;0;10;3;1;2017;16,49;11,13;7,75;3,38
11/03/2017;6;0;0;11;3;1;2017;16,21;11,46;7,83;3,63
12/03/2017;7;0;0;12;3;1;2017;15,84;11,23;7,91;3,32
13/03/2017;1;0;0;13;3;1;2017;15,84;11,14;8;3,14
14/03/2017;2;0;0;14;3;1;2017;16,14;10,68;8,1;2,58
15/03/2017;3;0;0;15;3;1;2017;15,94;11,15;8,18;2,97
16/03/2017;4;0;0;16;3;1;2017;16,07;12,08;8,28;3,8
17/03/2017;5;0;0;17;3;1;2017;16,01;11,43;8,37;3,06
18/03/2017;6;0;0;18;3;1;2017;15,78;11,26;8,47;2,79
19/03/2017;7;0;0;19;3;1;2017;15,62;11,84;8,57;3,27
20/03/2017;1;0;0;20;3;1;2017;15,62;11,83;8,68;3,15
21/03/2017;2;0;0;21;3;1;2017;15,8;10,61;8,78;1,83
22/03/2017;3;0;0;22;3;1;2017;15,55;9,18;8,88;0,3
23/03/2017;4;0;0;23;3;1;2017;15,54;9,43;8,99;0,44
24/03/2017;5;0;0;24;3;1;2017;15,47;9,75;9,1;0,65
25/03/2017;6;0;0;25;3;1;2017;15,26;10,96;9,22;1,74
26/03/2017;7;0;0;26;3;1;2017;14,72;11,24;9,33;1,91
27/03/2017;1;0;0;27;3;1;2017;14,72;12,07;9,44;2,63
28/03/2017;2;0;0;28;3;1;2017;14,76;12,45;9,56;2,89
29/03/2017;3;0;0;29;3;1;2017;14,63;13,2;9,68;3,52
30/03/2017;4;0;0;30;3;1;2017;14,84;14,5;9,8;4,7
31/03/2017;5;0;0;31;3;1;2017;15,05;14,38;9,92;4,46
01/04/2017;6;0;0;1;4;2;2017;15,44;12,52;10,05;2,47
02/04/2017;7;0;1;2;4;2;2017;15,48;11,79;10,18;1,61
03/04/2017;1;0;1;3;4;2;2017;15,48;12,33;10,3;2,03
04/04/2017;2;0;1;4;4;2;2017;15,71;12,63;10,43;2,2
05/04/2017;3;0;1;5;4;2;2017;16,09;12,15;10,56;1,59
06/04/2017;4;0;1;6;4;2;2017;16,14;11,09;10,69;0,4
07/04/2017;5;0;1;7;4;2;2017;16,23;11,21;10,82;0,39
08/04/2017;6;0;1;8;4;2;2017;16,13;12,85;10,96;1,89
09/04/2017;7;0;1;9;4;2;2017;15,6;14,76;11,09;3,67
10/04/2017;1;0;1;10;4;2;2017;15,6;14,2;11,22;2,98
11/04/2017;2;0;1;11;4;2;2017;15,82;12,83;11,36;1,47
12/04/2017;3;0;1;12;4;2;2017;15,64;12,3;11,49;0,81
13/04/2017;4;0;1;13;4;2;2017;15,59;12,31;11,63;0,68
14/04/2017;5;0;1;14;4;2;2017;15,58;12,63;11,77;0,86
15/04/2017;6;0;1;15;4;2;2017;15,28;12,24;11,9;0,34
16/04/2017;7;0;1;16;4;2;2017;15,28;11,79;12,03;-0,24
17/04/2017;1;1;1;17;4;2;2017;15,28;11,27;12,18;-0,91
18/04/2017;2;0;0;18;4;2;2017;15,28;9,78;12,31;-2,53
19/04/2017;3;0;0;19;4;2;2017;15,85;8,44;12,46;-4,02
20/04/2017;4;0;0;20;4;2;2017;16,65;7,99;12,59;-4,6
21/04/2017;5;0;0;21;4;2;2017;16,6;9,6;12,73;-3,13
22/04/2017;6;0;0;22;4;2;2017;16,2;11,05;12,86;-1,81
23/04/2017;7;0;0;23;4;2;2017;16,18;11,43;13;-1,57
24/04/2017;1;0;0;24;4;2;2017;16,18;11,97;13,13;-1,16
25/04/2017;2;0;0;25;4;2;2017;16,27;10,52;13,26;-2,74
26/04/2017;3;0;0;26;4;2;2017;16,49;8,33;13,4;-5,07
27/04/2017;4;0;0;27;4;2;2017;16,19;7,45;13,53;-6,08
28/04/2017;5;0;0;28;4;2;2017;16,42;8,06;13,66;-5,6
29/04/2017;6;0;0;29;4;2;2017;16,51;9,86;13,79;-3,93
30/04/2017;7;0;0;30;4;2;2017;16,05;11,38;13,92;-2,54
01/05/2017;1;1;0;1;5;2;2017;16,05;10,87;14,06;-3,19
02/05/2017;2;0;0;2;5;2;2017;16,05;11,12;14,18;-3,06
03/05/2017;3;0;0;3;5;2;2017;16,29;10,91;14,3;-3,39
04/05/2017;4;0;0;4;5;2;2017;16,82;11,5;14,43;-2,93
05/05/2017;5;0;0;5;5;2;2017;16,68;12,66;14,56;-1,9
06/05/2017;6;0;0;6;5;2;2017;16,09;12,91;14,68;-1,77
07/05/2017;7;0;0;7;5;2;2017;15,81;12,77;14,8;-2,03
08/05/2017;1;1;0;8;5;2;2017;15,81;11,95;14,92;-2,97
09/05/2017;2;0;0;9;5;2;2017;15,91;12,2;15,03;-2,83
10/05/2017;3;0;0;10;5;2;2017;16,08;13,47;15,15;-1,68
11/05/2017;4;0;0;11;5;2;2017;15,9;14,66;15,27;-0,61
12/05/2017;5;0;0;12;5;2;2017;15,95;15,39;15,38;0,01
13/05/2017;6;0;0;13;5;2;2017;15,3;15,47;15,5;-0,03
14/05/2017;7;0;0;14;5;2;2017;15,5;15,75;15,61;0,14
15/05/2017;1;0;0;15;5;2;2017;15,5;17,03;15,72;1,31
16/05/2017;2;0;0;16;5;2;2017;15,67;19,38;15,84;3,54
17/05/2017;3;0;0;17;5;2;2017;15,58;20,36;15,95;4,41
18/05/2017;4;0;0;18;5;2;2017;15,37;18,02;16,06;1,96
19/05/2017;5;0;0;19;5;2;2017;15,56;14,46;16,16;-1,7
20/05/2017;6;0;0;20;5;2;2017;15,59;13,58;16,27;-2,69
21/05/2017;7;0;0;21;5;2;2017;14,86;14,94;16,36;-1,42
22/05/2017;1;0;0;22;5;2;2017;14,86;17,37;16,47;0,9
23/05/2017;2;0;0;23;5;2;2017;15,26;18,48;16,57;1,91
24/05/2017;3;0;0;24;5;2;2017;15,05;19,23;16,67;2,56
25/05/2017;4;1;1;25;5;2;2017;15,36;20,48;16,77;3,71
26/05/2017;5;0;1;26;5;2;2017;14,92;21,6;16,87;4,73
27/05/2017;6;0;1;27;5;2;2017;14,95;22,5;16,97;5,53
28/05/2017;7;0;1;28;5;2;2017;14,89;23;17,07;5,93
29/05/2017;1;0;0;29;5;2;2017;14,89;22,66;17,16;5,5
30/05/2017;2;0;0;30;5;2;2017;14,89;20,84;17,26;3,58
31/05/2017;3;0;0;31;5;2;2017;15,05;19,9;17,36;2,54
01/06/2017;4;0;0;1;6;2;2017;16,1;20,54;17,46;3,08
02/06/2017;5;0;0;2;6;2;2017;15,47;21,06;17,55;3,51
03/06/2017;6;0;0;3;6;2;2017;15,08;19,28;17,64;1,64
04/06/2017;7;0;0;4;6;2;2017;14,49;17,36;17,74;-0,38
05/06/2017;1;1;0;5;6;2;2017;14,49;17,41;17,83;-0,42
06/06/2017;2;0;0;6;6;2;2017;14,66;16,13;17,92;-1,79
07/06/2017;3;0;0;7;6;2;2017;14,45;15,8;18,02;-2,22
08/06/2017;4;0;0;8;6;2;2017;14,33;17,84;18,11;-0,27
09/06/2017;5;0;0;9;6;2;2017;15,02;18,59;18,19;0,4
10/06/2017;6;0;0;10;6;2;2017;14,89;20,42;18,29;2,13
11/06/2017;7;0;0;11;6;2;2017;14,72;21,86;18,38;3,48
12/06/2017;1;0;0;12;6;2;2017;14,72;20,65;18,47;2,18
13/06/2017;2;0;0;13;6;2;2017;14,83;20,45;18,56;1,89
14/06/2017;3;0;0;14;6;2;2017;14,58;21,91;18,65;3,26
15/06/2017;4;0;0;15;6;2;2017;15,31;22,55;18,74;3,81
16/06/2017;5;0;0;16;6;2;2017;15,45;21,31;18,83;2,48
17/06/2017;6;0;0;17;6;2;2017;14,75;21,5;18,92;2,58
18/06/2017;7;0;0;18;6;2;2017;15,18;22,98;19;3,98
19/06/2017;1;0;0;19;6;2;2017;15,18;24,95;19,1;5,85
20/06/2017;2;0;0;20;6;2;2017;15,2;26,23;19,18;7,05
21/06/2017;3;0;0;21;6;2;2017;15,37;28,02;19,26;8,76
22/06/2017;4;0;0;22;6;2;2017;15,5;26,94;19,35;7,59
23/06/2017;5;0;0;23;6;2;2017;15,61;23,89;19,43;4,46
24/06/2017;6;0;0;24;6;2;2017;15,32;22,65;19,52;3,13
25/06/2017;7;0;0;25;6;2;2017;14,86;22,2;19,6;2,6
26/06/2017;1;0;0;26;6;2;2017;14,86;22,58;19,68;2,9
27/06/2017;2;0;0;27;6;2;2017;14,98;21,91;19,76;2,15
28/06/2017;3;0;0;28;6;2;2017;15,27;19,96;19,85;0,11
29/06/2017;4;0;0;29;6;2;2017;15,34;18,28;19,93;-1,65
30/06/2017;5;0;0;30;6;2;2017;15,37;17,32;20,01;-2,69
01/07/2017;6;0;0;1;7;3;2017;14,99;16,97;20,08;-3,11
02/07/2017;7;0;0;2;7;3;2017;14,59;17,63;20,16;-2,53
03/07/2017;1;0;0;3;7;3;2017;14,59;19,27;20,23;-0,96
04/07/2017;2;0;0;4;7;3;2017;14,9;21,57;20,3;1,27
05/07/2017;3;0;0;5;7;3;2017;15,38;24,22;20,37;3,85
06/07/2017;4;0;0;6;7;3;2017;15,11;25,4;20,44;4,96
07/07/2017;5;0;0;7;7;3;2017;15,1;26,09;20,5;5,59
08/07/2017;6;0;0;8;7;3;2017;15;25,44;20,57;4,87
09/07/2017;7;0;1;9;7;3;2017;14,41;23,74;20,63;3,11
10/07/2017;1;0;1;10;7;3;2017;14,41;21,24;20,69;0,55
11/07/2017;2;0;1;11;7;3;2017;14,75;20,78;20,75;0,03
12/07/2017;3;0;1;12;7;3;2017;14,64;20,67;20,79;-0,12
13/07/2017;4;0;1;13;7;3;2017;14,47;21,1;20,85;0,25
14/07/2017;5;1;1;14;7;3;2017;14,69;20,66;20,89;-0,23
15/07/2017;6;0;1;15;7;3;2017;14,71;21,12;20,94;0,18
16/07/2017;7;0;1;16;7;3;2017;14,45;22,5;20,98;1,52
17/07/2017;1;0;1;17;7;3;2017;14,45;24,01;21,02;2,99
18/07/2017;2;0;1;18;7;3;2017;14,67;25,96;21,04;4,92
19/07/2017;3;0;1;19;7;3;2017;14,84;25,13;21,08;4,05
20/07/2017;4;0;1;20;7;3;2017;14,83;22,26;21,11;1,15
21/07/2017;5;0;1;21;7;3;2017;14,98;21,4;21,13;0,27
22/07/2017;6;0;1;22;7;3;2017;15,11;20,2;21,15;-0,95
23/07/2017;7;0;1;23;7;3;2017;14,53;19,73;21,17;-1,44
24/07/2017;1;0;1;24;7;3;2017;14,53;18,88;21,17;-2,29
25/07/2017;2;0;1;25;7;3;2017;14,76;18,77;21,19;-2,42
26/07/2017;3;0;1;26;7;3;2017;14,65;19,6;21,19;-1,59
27/07/2017;4;0;1;27;7;3;2017;14,72;20,1;21,19;-1,09
28/07/2017;5;0;1;28;7;3;2017;15,13;20,68;21,18;-0,5
29/07/2017;6;0;1;29;7;3;2017;14,99;22,64;21,18;1,46
30/07/2017;7;0;1;30;7;3;2017;14,6;22,43;21,16;1,27
31/07/2017;1;0;1;31;7;3;2017;14,6;22,27;21,15;1,12
01/08/2017;2;0;1;1;8;3;2017;14,84;22,24;21,13;1,11
02/08/2017;3;0;1;2;8;3;2017;15,15;23,51;21,1;2,41
03/08/2017;4;0;1;3;8;3;2017;14,88;23,69;21,08;2,61
04/08/2017;5;0;1;4;8;3;2017;14,79;23,47;21,04;2,43
05/08/2017;6;0;1;5;8;3;2017;14,81;21,92;21;0,92
06/08/2017;7;0;1;6;8;3;2017;14,96;20,64;20,95;-0,31
07/08/2017;1;0;1;7;8;3;2017;14,96;21,33;20,92;0,41
08/08/2017;2;0;1;8;8;3;2017;14,97;19,03;20,86;-1,83
09/08/2017;3;0;1;9;8;3;2017;15,63;17,89;20,81;-2,92
10/08/2017;4;0;1;10;8;3;2017;15,41;16,85;20,74;-3,89
11/08/2017;5;0;1;11;8;3;2017;15,94;17,17;20,69;-3,52
12/08/2017;6;0;1;12;8;3;2017;15,75;18,01;20,61;-2,6
13/08/2017;7;0;1;13;8;3;2017;15,85;19,04;20,55;-1,51
14/08/2017;1;0;1;14;8;3;2017;15,85;21,52;20,47;1,05
15/08/2017;2;1;1;15;8;3;2017;16,06;21,54;20,39;1,15
16/08/2017;3;0;1;16;8;3;2017;15,66;21,68;20,32;1,36
17/08/2017;4;0;1;17;8;3;2017;15,53;21,89;20,23;1,66
18/08/2017;5;0;1;18;8;3;2017;16,03;20,74;20,14;0,6
19/08/2017;6;0;1;19;8;3;2017;15,93;19,14;20,05;-0,91
20/08/2017;7;0;1;20;8;3;2017;16,04;18,78;19,95;-1,17
21/08/2017;1;0;1;21;8;3;2017;16,04;20,04;19,86;0,18
22/08/2017;2;0;1;22;8;3;2017;16,23;22,13;19,77;2,36
23/08/2017;3;0;1;23;8;3;2017;16,33;22,31;19,66;2,65
24/08/2017;4;0;1;24;8;3;2017;16,23;21,96;19,55;2,41
25/08/2017;5;0;1;25;8;3;2017;16,53;22,05;19,44;2,61
26/08/2017;6;0;1;26;8;3;2017;16,38;23,13;19,33;3,8
27/08/2017;7;0;1;27;8;3;2017;15,9;23,81;19,22;4,59
28/08/2017;1;0;1;28;8;3;2017;15,9;24,85;19,11;5,74
29/08/2017;2;0;1;29;8;3;2017;15,9;25,48;18,99;6,49
30/08/2017;3;0;1;30;8;3;2017;16,15;22,24;18,87;3,37
31/08/2017;4;0;1;31;8;3;2017;16,81;18,77;18,75;0,02
01/09/2017;5;0;1;1;9;3;2017;16,74;16,91;18,63;-1,72
02/09/2017;6;0;1;2;9;3;2017;16,51;16,15;18,51;-2,36
03/09/2017;7;0;1;3;9;3;2017;16,22;16,66;18,38;-1,72
04/09/2017;1;0;0;4;9;3;2017;16,22;18,66;18,25;0,41
05/09/2017;2;0;0;5;9;3;2017;16,3;19,96;18,12;1,84
06/09/2017;3;0;0;6;9;3;2017;16,43;18,79;18;0,79
07/09/2017;4;0;0;7;9;3;2017;16,7;17,79;17,87;-0,08
08/09/2017;5;0;0;8;9;3;2017;16,67;17,22;17,75;-0,53
09/09/2017;6;0;0;9;9;3;2017;16,61;15,61;17,61;-2
10/09/2017;7;0;0;10;9;3;2017;16,57;15,65;17,48;-1,83
11/09/2017;1;0;0;11;9;3;2017;16,57;15,69;17,35;-1,66
12/09/2017;2;0;0;12;9;3;2017;16,94;15,89;17,23;-1,34
13/09/2017;3;0;0;13;9;3;2017;17,23;16,72;17,09;-0,37
14/09/2017;4;0;0;14;9;3;2017;17,22;15,09;16,96;-1,87
15/09/2017;5;0;0;15;9;3;2017;17,56;13,71;16,82;-3,11
16/09/2017;6;0;0;16;9;3;2017;17,96;12,79;16,7;-3,91
17/09/2017;7;0;0;17;9;3;2017;17,57;12,53;16,57;-4,04
18/09/2017;1;0;0;18;9;3;2017;17,57;12,7;16,43;-3,73
19/09/2017;2;0;0;19;9;3;2017;17,81;12,98;16,3;-3,32
20/09/2017;3;0;0;20;9;3;2017;17,91;13,42;16,17;-2,75
21/09/2017;4;0;0;21;9;3;2017;17,54;14,52;16,04;-1,52
22/09/2017;5;0;0;22;9;3;2017;17,22;15,23;15,91;-0,68
23/09/2017;6;0;0;23;9;3;2017;17,23;15,99;15,78;0,21
24/09/2017;7;0;0;24;9;3;2017;16,58;17,07;15,64;1,43
25/09/2017;1;0;0;25;9;3;2017;16,58;16,9;15,52;1,38
26/09/2017;2;0;0;26;9;3;2017;17,15;16,66;15,38;1,28
27/09/2017;3;0;0;27;9;3;2017;17,93;16,79;15,26;1,53
28/09/2017;4;0;0;28;9;3;2017;18;17,61;15,12;2,49
29/09/2017;5;0;0;29;9;3;2017;17,9;18,52;15;3,52
30/09/2017;6;0;0;30;9;3;2017;17,71;16,29;14,87;1,42
01/10/2017;7;0;0;1;10;4;2017;15,7;15,67;14,73;0,94
02/10/2017;1;0;0;2;10;4;2017;15,7;16,48;14,61;1,87
03/10/2017;2;0;0;3;10;4;2017;15,66;15,43;14,47;0,96
04/10/2017;3;0;0;4;10;4;2017;16,49;14,64;14,34;0,3
05/10/2017;4;0;0;5;10;4;2017;17,17;14,47;14,22;0,25
06/10/2017;5;0;0;6;10;4;2017;17,32;13;14,09;-1,09
07/10/2017;6;0;0;7;10;4;2017;17,72;12,66;13,96;-1,3
08/10/2017;7;0;0;8;10;4;2017;17,65;13,48;13,83;-0,35
09/10/2017;1;0;0;9;10;4;2017;17,65;14,26;13,7;0,56
10/10/2017;2;0;0;10;10;4;2017;18,07;14,68;13,57;1,11
11/10/2017;3;0;0;11;10;4;2017;18,41;15,64;13,44;2,2
12/10/2017;4;0;0;12;10;4;2017;17,78;16,12;13,31;2,81
13/10/2017;5;0;0;13;10;4;2017;17,54;16,33;13,18;3,15
14/10/2017;6;0;0;14;10;4;2017;17,84;16,38;13,05;3,33
15/10/2017;7;0;0;15;10;4;2017;17,18;17,39;12,91;4,48
16/10/2017;1;0;0;16;10;4;2017;17,18;17,95;12,78;5,17
17/10/2017;2;0;0;17;10;4;2017;17,77;17,21;12,65;4,56
18/10/2017;3;0;0;18;10;4;2017;16,41;16,77;12,52;4,25
19/10/2017;4;0;0;19;10;4;2017;16,7;16,8;12,38;4,42
20/10/2017;5;0;0;20;10;4;2017;17,63;15,58;12,25;3,33
21/10/2017;6;0;0;21;10;4;2017;16,59;14,9;12,11;2,79
22/10/2017;7;0;1;22;10;4;2017;16,22;12,68;11,97;0,71
23/10/2017;1;0;1;23;10;4;2017;16,22;12,84;11,83;1,01
24/10/2017;2;0;1;24;10;4;2017;16,6;14,26;11,7;2,56
25/10/2017;3;0;1;25;10;4;2017;16,93;14,91;11,56;3,35
26/10/2017;4;0;1;26;10;4;2017;17,28;14,84;11,42;3,42
27/10/2017;5;0;1;27;10;4;2017;17,44;13,8;11,28;2,52
28/10/2017;6;0;1;28;10;4;2017;16,54;12,12;11,14;0,98
29/10/2017;7;0;1;29;10;4;2017;16,54;11,71;11;0,71
30/10/2017;1;0;1;30;10;4;2017;17,44;9,88;10,86;-0,98
31/10/2017;2;0;1;31;10;4;2017;18,34;8,76;10,71;-1,95
01/11/2017;3;1;1;1;11;4;2017;17,77;9,34;10,56;-1,22
02/11/2017;4;0;1;2;11;4;2017;18,209;11,08;10,42;0,66
03/11/2017;5;0;1;3;11;4;2017;17,822;12;10,28;1,72
04/11/2017;6;0;1;4;11;4;2017;17,822;12,89;10,13;2,76
05/11/2017;7;0;1;5;11;4;2017;17,822;9,94;9,98;-0,04
06/11/2017;1;0;0;6;11;4;2017;17,822;7,9;9,84;-1,94
07/11/2017;2;0;0;7;11;4;2017;17,822;6,44;9,69;-3,25
08/11/2017;3;0;0;8;11;4;2017;17,822;6,69;9,54;-2,85
09/11/2017;4;0;0;9;11;4;2017;17,822;7,52;9,39;-1,87
10/11/2017;5;0;0;10;11;4;2017;17,822;8,99;9,25;-0,26
11/11/2017;6;1;0;11;11;4;2017;17,822;10,5;9,1;1,4
12/11/2017;7;0;0;12;11;4;2017;17,822;9,85;8,95;0,9
13/11/2017;1;0;0;13;11;4;2017;17,822;7,91;8,81;-0,9
14/11/2017;2;0;0;14;11;4;2017;20,286;6,74;8,65;-1,91
15/11/2017;3;0;0;15;11;4;2017;19,809;6,35;8,5;-2,15
16/11/2017;4;0;0;16;11;4;2017;19,276;6,34;8,37;-2,03
17/11/2017;5;0;0;17;11;4;2017;19,459;6,93;8,22;-1,29
18/11/2017;6;0;0;18;11;4;2017;19,109;6,75;8,08;-1,33
19/11/2017;7;0;0;19;11;4;2017;19,109;6,61;7,92;-1,31
20/11/2017;1;0;0;20;11;4;2017;19,319;7,11;7,79;-0,68
21/11/2017;2;0;0;21;11;4;2017;19,667;8,29;7,65;0,64
22/11/2017;3;0;0;22;11;4;2017;19,877;10,16;7,51;2,65
23/11/2017;4;0;0;23;11;4;2017;19,679;12,07;7,36;4,71
24/11/2017;5;0;0;24;11;4;2017;20,306;11,38;7,23;4,15
25/11/2017;6;0;0;25;11;4;2017;20,674;8,26;7,1;1,16
26/11/2017;7;0;0;26;11;4;2017;20,674;5,93;6,96;-1,03
27/11/2017;1;0;0;27;11;4;2017;21,068;6,13;6,83;-0,7
28/11/2017;2;0;0;28;11;4;2017;21,448;5,7;6,7;-1
29/11/2017;3;0;0;29;11;4;2017;21,405;4,68;6,58;-1,9
30/11/2017;4;0;0;30;11;4;2017;21,31;3,71;6,46;-2,75
01/12/2017;5;0;0;1;12;4;2017;21,35;2,77;6,34;-3,57
02/12/2017;6;0;0;2;12;4;2017;21,668;1,59;6,22;-4,63
03/12/2017;7;0;0;3;12;4;2017;21,668;1,73;6,1;-4,37
04/12/2017;1;0;0;4;12;4;2017;21,83;4,06;5,99;-1,93
05/12/2017;2;0;0;5;12;4;2017;22,324;4,94;5,87;-0,93
06/12/2017;3;0;0;6;12;4;2017;21,983;4,66;5,77;-1,11
07/12/2017;4;0;0;7;12;4;2017;21,528;5,85;5,67;0,18
08/12/2017;5;0;0;8;12;4;2017;21,634;4,98;5,57;-0,59
09/12/2017;6;0;0;9;12;4;2017;21,553;3,63;5,48;-1,85
10/12/2017;7;0;0;10;12;4;2017;21,553;5,79;5,38;0,41
11/12/2017;1;0;0;11;12;4;2017;21,558;6,51;5,3;1,21
12/12/2017;2;0;0;12;12;4;2017;22,697;4,96;5,21;-0,25
13/12/2017;3;0;0;13;12;4;2017;24,778;6,21;5,13;1,08
14/12/2017;4;0;0;14;12;4;2017;21,848;6,59;5,05;1,54
