Date;Joursem;Ferie;Vacances Scolaires;Jour;Mois;Trimestre;Annee;Prix;Reel;Normale;Delta
24/07/2013;3;0;1;24;7;3;2013;26,49;22,69;21,17;1,52
25/07/2013;4;0;1;25;7;3;2013;26,57;23,01;21,19;1,82
26/07/2013;5;0;1;26;7;3;2013;26,38;23,37;21,19;2,18
27/07/2013;6;0;1;27;7;3;2013;26,07;23,41;21,19;2,22
28/07/2013;7;0;1;28;7;3;2013;26,07;21,68;21,18;0,5
29/07/2013;1;0;1;29;7;3;2013;26,29;20,09;21,18;-1,09
30/07/2013;2;0;1;30;7;3;2013;26,29;19,62;21,16;-1,54
31/07/2013;3;0;1;31;7;3;2013;26,24;20,86;21,15;-0,29
01/08/2013;4;0;1;1;8;3;2013;26,03;23,15;21,13;2,02
02/08/2013;5;0;1;2;8;3;2013;25,46;24,02;21,1;2,92
03/08/2013;6;0;1;3;8;3;2013;25,67;22,39;21,08;1,31
04/08/2013;7;0;1;4;8;3;2013;25,67;21,66;21,04;0,62
05/08/2013;1;0;1;5;8;3;2013;25,53;21,74;21;0,74
06/08/2013;2;0;1;6;8;3;2013;25,46;20,83;20,95;-0,12
07/08/2013;3;0;1;7;8;3;2013;25,84;19,21;20,92;-1,71
08/08/2013;4;0;1;8;8;3;2013;26,08;18,5;20,86;-2,36
09/08/2013;5;0;1;9;8;3;2013;25,96;18,54;20,81;-2,27
10/08/2013;6;0;1;10;8;3;2013;25,9;18,39;20,74;-2,35
11/08/2013;7;0;1;11;8;3;2013;25,9;18,58;20,69;-2,11
12/08/2013;1;0;1;12;8;3;2013;25,98;18,92;20,61;-1,69
13/08/2013;2;0;1;13;8;3;2013;25,93;18,28;20,55;-2,27
14/08/2013;3;0;1;14;8;3;2013;25,91;18,07;20,47;-2,4
15/08/2013;4;1;1;15;8;3;2013;26,09;18,82;20,39;-1,57
16/08/2013;5;0;1;16;8;3;2013;25,81;19,79;20,32;-0,53
17/08/2013;6;0;1;17;8;3;2013;25,8;20,4;20,23;0,17
18/08/2013;7;0;1;18;8;3;2013;25,8;20,4;20,14;0,26
19/08/2013;1;0;1;19;8;3;2013;25,96;19,47;20,05;-0,58
20/08/2013;2;0;1;20;8;3;2013;26,01;18,75;19,95;-1,2
21/08/2013;3;0;1;21;8;3;2013;26,03;19,03;19,86;-0,83
22/08/2013;4;0;1;22;8;3;2013;26,21;19,85;19,77;0,08
23/08/2013;5;0;1;23;8;3;2013;25,97;20,71;19,66;1,05
24/08/2013;6;0;1;24;8;3;2013;25,91;19,38;19,55;-0,17
25/08/2013;7;0;1;25;8;3;2013;25,91;17,23;19,44;-2,21
26/08/2013;1;0;1;26;8;3;2013;25,91;16,95;19,33;-2,38
27/08/2013;2;0;1;27;8;3;2013;26,06;17,17;19,22;-2,05
28/08/2013;3;0;1;28;8;3;2013;25,98;17,66;19,11;-1,45
29/08/2013;4;0;1;29;8;3;2013;25,88;17,77;18,99;-1,22
30/08/2013;5;0;1;30;8;3;2013;25,79;17,95;18,87;-0,92
31/08/2013;6;0;1;31;8;3;2013;26,34;18,17;18,75;-0,58
01/09/2013;7;0;1;1;9;3;2013;26,34;17,39;18,63;-1,24
02/09/2013;1;0;1;2;9;3;2013;26,15;17,26;18,51;-1,25
03/09/2013;2;0;0;3;9;3;2013;26,16;18,11;18,38;-0,27
04/09/2013;3;0;0;4;9;3;2013;26,26;20,03;18,25;1,78
05/09/2013;4;0;0;5;9;3;2013;26,66;21,29;18,12;3,17
06/09/2013;5;0;0;6;9;3;2013;26,41;19,89;18;1,89
07/09/2013;6;0;0;7;9;3;2013;27,1;17,73;17,87;-0,14
08/09/2013;7;0;0;8;9;3;2013;27,1;16,34;17,75;-1,41
09/09/2013;1;0;0;9;9;3;2013;27,25;15,18;17,61;-2,43
10/09/2013;2;0;0;10;9;3;2013;27,34;14,98;17,48;-2,5
11/09/2013;3;0;0;11;9;3;2013;27,1;14,18;17,35;-3,17
12/09/2013;4;0;0;12;9;3;2013;27,29;14,27;17,23;-2,96
13/09/2013;5;0;0;13;9;3;2013;27,24;14,97;17,09;-2,12
14/09/2013;6;0;0;14;9;3;2013;26,79;15,28;16,96;-1,68
15/09/2013;7;0;0;15;9;3;2013;26,79;14,81;16,82;-2,01
16/09/2013;1;0;0;16;9;3;2013;27,05;13,83;16,7;-2,87
17/09/2013;2;0;0;17;9;3;2013;26,94;13,16;16,57;-3,41
18/09/2013;3;0;0;18;9;3;2013;26,94;14,53;16,43;-1,9
19/09/2013;4;0;0;19;9;3;2013;26,96;14,1;16,3;-2,2
20/09/2013;5;0;0;20;9;3;2013;26,95;14,9;16,17;-1,27
21/09/2013;6;0;0;21;9;3;2013;27,13;14,85;16,04;-1,19
22/09/2013;7;0;0;22;9;3;2013;27,13;15,94;15,91;0,03
23/09/2013;1;0;0;23;9;3;2013;27,23;16,55;15,78;0,77
24/09/2013;2;0;0;24;9;3;2013;27,25;16,73;15,64;1,09
25/09/2013;3;0;0;25;9;3;2013;27,7;17,36;15,52;1,84
26/09/2013;4;0;0;26;9;3;2013;27,7;17,96;15,38;2,58
27/09/2013;5;0;0;27;9;3;2013;27,65;18,01;15,26;2,75
28/09/2013;6;0;0;28;9;3;2013;26,98;17,86;15,12;2,74
29/09/2013;7;0;0;29;9;3;2013;26,98;16,9;15;1,9
30/09/2013;1;0;0;30;9;3;2013;27,69;16,13;14,87;1,26
01/10/2013;2;0;0;1;10;4;2013;27,21;15,88;14,73;1,15
02/10/2013;3;0;0;2;10;4;2013;27,25;16,54;14,61;1,93
03/10/2013;4;0;0;3;10;4;2013;27,2;17,37;14,47;2,9
04/10/2013;5;0;0;4;10;4;2013;27,22;17,49;14,34;3,15
05/10/2013;6;0;0;5;10;4;2013;26,02;16,39;14,22;2,17
06/10/2013;7;0;0;6;10;4;2013;26,02;15,28;14,09;1,19
07/10/2013;1;0;0;7;10;4;2013;26,17;14,63;13,96;0,67
08/10/2013;2;0;0;8;10;4;2013;26,47;14,42;13,83;0,59
09/10/2013;3;0;0;9;10;4;2013;26,87;14,39;13,7;0,69
10/10/2013;4;0;0;10;10;4;2013;27,23;12,05;13,57;-1,52
11/10/2013;5;0;0;11;10;4;2013;27,41;9,98;13,44;-3,46
12/10/2013;6;0;0;12;10;4;2013;26,97;8,91;13,31;-4,4
13/10/2013;7;0;0;13;10;4;2013;26,97;9,26;13,18;-3,92
14/10/2013;1;0;0;14;10;4;2013;27,08;11,19;13,05;-1,86
15/10/2013;2;0;0;15;10;4;2013;27,97;12,31;12,91;-0,6
16/10/2013;3;0;0;16;10;4;2013;27,37;12,92;12,78;0,14
17/10/2013;4;0;0;17;10;4;2013;26,94;13,48;12,65;0,83
18/10/2013;5;0;0;18;10;4;2013;26,35;12,9;12,52;0,38
19/10/2013;6;0;0;19;10;4;2013;26,15;14,17;12,38;1,79
20/10/2013;7;0;1;20;10;4;2013;26,15;14,95;12,25;2,7
21/10/2013;1;0;1;21;10;4;2013;26,15;15,62;12,11;3,51
22/10/2013;2;0;1;22;10;4;2013;26,24;16,73;11,97;4,76
23/10/2013;3;0;1;23;10;4;2013;26,17;16,46;11,83;4,63
24/10/2013;4;0;1;24;10;4;2013;26,25;14,96;11,7;3,26
25/10/2013;5;0;1;25;10;4;2013;26,07;15,71;11,56;4,15
26/10/2013;6;0;1;26;10;4;2013;25,2;16,35;11,42;4,93
27/10/2013;7;0;1;27;10;4;2013;25,2;15,58;11,28;4,3
28/10/2013;1;0;1;28;10;4;2013;25,96;15,05;11,14;3,91
29/10/2013;2;0;1;29;10;4;2013;26,22;12,39;11;1,39
30/10/2013;3;0;1;30;10;4;2013;26,08;10,54;10,86;-0,32
31/10/2013;4;0;1;31;10;4;2013;26,42;9,66;10,71;-1,05
01/11/2013;5;1;1;1;11;4;2013;25,38;10,11;10,56;-0,45
02/11/2013;6;0;1;2;11;4;2013;25,92;12,36;10,42;1,94
03/11/2013;7;0;1;3;11;4;2013;25,92;11,39;10,28;1,11
04/11/2013;1;0;0;4;11;4;2013;26,37;10,79;10,13;0,66
05/11/2013;2;0;0;5;11;4;2013;26,18;9,9;9,98;-0,08
06/11/2013;3;0;0;6;11;4;2013;26,9;12,26;9,84;2,42
07/11/2013;4;0;0;7;11;4;2013;26,23;13,22;9,69;3,53
08/11/2013;5;0;0;8;11;4;2013;26,27;12,49;9,54;2,95
09/11/2013;6;0;0;9;11;4;2013;26,11;10,6;9,39;1,21
10/11/2013;7;0;0;10;11;4;2013;26,11;9,56;9,25;0,31
11/11/2013;1;1;0;11;11;4;2013;26,28;8,02;9,1;-1,08
12/11/2013;2;0;0;12;11;4;2013;26,7;8,31;8,95;-0,64
13/11/2013;3;0;0;13;11;4;2013;27,4;8,16;8,81;-0,65
14/11/2013;4;0;0;14;11;4;2013;27,34;7,65;8,65;-1
15/11/2013;5;0;0;15;11;4;2013;27,56;7,07;8,5;-1,43
16/11/2013;6;0;0;16;11;4;2013;27,62;5,64;8,37;-2,73
17/11/2013;7;0;0;17;11;4;2013;27,62;0;8,22;-8,22
18/11/2013;1;0;0;18;11;4;2013;27,78;0;8,08;-8,08
19/11/2013;2;0;0;19;11;4;2013;28,46;0;7,92;-7,92
20/11/2013;3;0;0;20;11;4;2013;28,47;4,6;7,79;-3,19
21/11/2013;4;0;0;21;11;4;2013;27,93;4,04;7,65;-3,61
22/11/2013;5;0;0;22;11;4;2013;28,31;3,82;7,51;-3,69
23/11/2013;6;0;0;23;11;4;2013;28,12;4,7;7,36;-2,66
24/11/2013;7;0;0;24;11;4;2013;28,12;5,69;7,23;-1,54
25/11/2013;1;0;0;25;11;4;2013;28,34;5,62;7,1;-1,48
26/11/2013;2;0;0;26;11;4;2013;27,98;5,06;6,96;-1,9
27/11/2013;3;0;0;27;11;4;2013;28,03;4,02;6,83;-2,81
28/11/2013;4;0;0;28;11;4;2013;28,45;3,37;6,7;-3,33
29/11/2013;5;0;0;29;11;4;2013;28,77;4,6;6,58;-1,98
30/11/2013;6;0;0;30;11;4;2013;27,84;5,49;6,46;-0,97
01/12/2013;7;0;0;1;12;4;2013;27,84;5,29;6,34;-1,05
02/12/2013;1;0;0;2;12;4;2013;27,99;5,32;6,22;-0,9
03/12/2013;2;0;0;3;12;4;2013;28,78;3,77;6,1;-2,33
04/12/2013;3;0;0;4;12;4;2013;29,32;4,23;5,99;-1,76
05/12/2013;4;0;0;5;12;4;2013;28,82;4,82;5,87;-1,05
06/12/2013;5;0;0;6;12;4;2013;28,48;5,56;5,77;-0,21
07/12/2013;6;0;0;7;12;4;2013;28,27;5,26;5,67;-0,41
08/12/2013;7;0;0;8;12;4;2013;28,27;4,82;5,57;-0,75
09/12/2013;1;0;0;9;12;4;2013;28,42;3,7;5,48;-1,78
10/12/2013;2;0;0;10;12;4;2013;27,81;2,99;5,38;-2,39
11/12/2013;3;0;0;11;12;4;2013;27,8;2,98;5,3;-2,32
12/12/2013;4;0;0;12;12;4;2013;27,97;2,93;5,21;-2,28
13/12/2013;5;0;0;13;12;4;2013;27,85;3,09;5,13;-2,04
14/12/2013;6;0;0;14;12;4;2013;27,45;4,74;5,05;-0,31
15/12/2013;7;0;0;15;12;4;2013;27,45;5,47;4,98;0,49
16/12/2013;1;0;0;16;12;4;2013;27,67;6,44;4,91;1,53
17/12/2013;2;0;0;17;12;4;2013;27,74;6,85;4,84;2,01
18/12/2013;3;0;0;18;12;4;2013;27,81;7,73;4,79;2,94
19/12/2013;4;0;0;19;12;4;2013;27,77;7,93;4,73;3,2
20/12/2013;5;0;0;20;12;4;2013;27,66;6,71;4,68;2,03
21/12/2013;6;0;0;21;12;4;2013;27,29;6,28;4,63;1,65
22/12/2013;7;0;1;22;12;4;2013;27,29;7,85;4,58;3,27
23/12/2013;1;0;1;23;12;4;2013;27,24;8,84;4,55;4,29
24/12/2013;2;0;1;24;12;4;2013;26,72;9,98;4,52;5,46
25/12/2013;3;1;1;25;12;4;2013;25,89;8,76;4,48;4,28
26/12/2013;4;0;1;26;12;4;2013;25,89;7,04;4,45;2,59
27/12/2013;5;0;1;27;12;4;2013;26,82;7,64;4,42;3,22
28/12/2013;6;0;1;28;12;4;2013;27,13;7,56;4,41;3,15
29/12/2013;7;0;1;29;12;4;2013;27,13;6,46;4,39;2,07
30/12/2013;1;0;1;30;12;4;2013;27,13;5,4;4,39;1,01
31/12/2013;2;0;1;31;12;4;2013;27,13;5,77;4,38;1,39
01/01/2014;3;1;1;1;1;1;2014;26,91;7,3;4,37;2,93
02/01/2014;4;0;1;2;1;1;2014;26,7;8,73;4,37;4,36
03/01/2014;5;0;1;3;1;1;2014;26,96;9,5;4,37;5,13
04/01/2014;6;0;1;4;1;1;2014;26,62;9,09;4,38;4,71
05/01/2014;7;0;1;5;1;1;2014;26;7,66;4,38;3,28
06/01/2014;1;0;0;6;1;1;2014;26;9,16;4,39;4,77
07/01/2014;2;0;0;7;1;1;2014;26,24;10,05;4,41;5,64
08/01/2014;3;0;0;8;1;1;2014;26,79;10,45;4,43;6,02
09/01/2014;4;0;0;9;1;1;2014;26,75;9,95;4,45;5,5
10/01/2014;5;0;0;10;1;1;2014;26,96;7,79;4,47;3,32
11/01/2014;6;0;0;11;1;1;2014;26,9;7,23;4,5;2,73
12/01/2014;7;0;0;12;1;1;2014;26,84;5,36;4,52;0,84
13/01/2014;1;0;0;13;1;1;2014;26,84;6,62;4,56;2,06
14/01/2014;2;0;0;14;1;1;2014;26,86;5,84;4,59;1,25
15/01/2014;3;0;0;15;1;1;2014;26,34;6,01;4,62;1,39
16/01/2014;4;0;0;16;1;1;2014;26,38;7,25;4,66;2,59
17/01/2014;5;0;0;17;1;1;2014;26,3;7,53;4,7;2,83
18/01/2014;6;0;0;18;1;1;2014;26,4;7,35;4,74;2,61
19/01/2014;7;0;0;19;1;1;2014;26,28;6,89;4,79;2,1
20/01/2014;1;0;0;20;1;1;2014;26,28;6,05;4,82;1,23
21/01/2014;2;0;0;21;1;1;2014;26,34;5,04;4,87;0,17
22/01/2014;3;0;0;22;1;1;2014;26,63;4,46;4,92;-0,46
23/01/2014;4;0;0;23;1;1;2014;26,59;5,49;4,97;0,52
24/01/2014;5;0;0;24;1;1;2014;26,36;5,66;5,01;0,65
25/01/2014;6;0;0;25;1;1;2014;26,48;5,82;5,06;0,76
26/01/2014;7;0;0;26;1;1;2014;26,25;6,74;5,11;1,63
27/01/2014;1;0;0;27;1;1;2014;26,25;5,92;5,16;0,76
28/01/2014;2;0;0;28;1;1;2014;26,69;5,33;5,21;0,12
29/01/2014;3;0;0;29;1;1;2014;25,95;4,79;5,27;-0,48
30/01/2014;4;0;0;30;1;1;2014;26,04;4,82;5,31;-0,49
31/01/2014;5;0;0;31;1;1;2014;25,84;4,85;5,37;-0,52
01/02/2014;6;0;0;1;2;1;2014;25,34;5,72;5,43;0,29
02/02/2014;7;0;0;2;2;1;2014;24,68;5,51;5,47;0,04
03/02/2014;1;0;0;3;2;1;2014;24,68;5,25;5,53;-0,28
04/02/2014;2;0;0;4;2;1;2014;25,15;5,9;5,58;0,32
05/02/2014;3;0;0;5;2;1;2014;24,69;6,75;5,63;1,12
06/02/2014;4;0;0;6;2;1;2014;24,55;7,58;5,7;1,88
07/02/2014;5;0;0;7;2;1;2014;24,21;8,34;5,75;2,59
08/02/2014;6;0;0;8;2;1;2014;24,52;7,64;5,8;1,84
09/02/2014;7;0;0;9;2;1;2014;24,28;7,02;5,86;1,16
10/02/2014;1;0;0;10;2;1;2014;24,28;6,6;5,92;0,68
11/02/2014;2;0;0;11;2;1;2014;24,61;6,13;5,97;0,16
12/02/2014;3;0;0;12;2;1;2014;24,76;6,45;6,03;0,42
13/02/2014;4;0;0;13;2;1;2014;24,53;6,72;6,09;0,63
14/02/2014;5;0;0;14;2;1;2014;24,73;0;6,14;-6,14
15/02/2014;6;0;0;15;2;1;2014;24,33;0;6,2;-6,2
16/02/2014;7;0;1;16;2;1;2014;23,49;0;6,26;-6,26
17/02/2014;1;0;1;17;2;1;2014;23,49;0;6,31;-6,31
18/02/2014;2;0;1;18;2;1;2014;23,88;0;6,37;-6,37
19/02/2014;3;0;1;19;2;1;2014;23,86;0;6,44;-6,44
20/02/2014;4;0;1;20;2;1;2014;23,99;8,96;6,49;2,47
21/02/2014;5;0;1;21;2;1;2014;23,72;8,41;6,55;1,86
22/02/2014;6;0;1;22;2;1;2014;23,64;7,82;6,62;1,2
23/02/2014;7;0;1;23;2;1;2014;23,11;8,17;6,68;1,49
24/02/2014;1;0;1;24;2;1;2014;23,11;8,98;6,74;2,24
25/02/2014;2;0;1;25;2;1;2014;23,04;8,89;6,8;2,09
26/02/2014;3;0;1;26;2;1;2014;22,91;7,62;6,87;0,75
27/02/2014;4;0;1;27;2;1;2014;23,27;6,78;6,93;-0,15
28/02/2014;5;0;1;28;2;1;2014;23,14;6,23;7;-0,77
01/03/2014;6;0;1;1;3;1;2014;23,53;6,02;7,07;-1,05
02/03/2014;7;0;1;2;3;1;2014;22,71;6,2;7,14;-0,94
03/03/2014;1;0;0;3;3;1;2014;22,71;6,33;7,21;-0,88
04/03/2014;2;0;0;4;3;1;2014;22,81;6,77;7,28;-0,51
05/03/2014;3;0;0;5;3;1;2014;25,14;7,59;7,35;0,24
06/03/2014;4;0;0;6;3;1;2014;24,01;8,15;7,44;0,71
07/03/2014;5;0;0;7;3;1;2014;23,51;8,67;7,5;1,17
08/03/2014;6;0;0;8;3;1;2014;23,97;9,97;7,59;2,38
09/03/2014;7;0;0;9;3;1;2014;23,45;11,31;7,66;3,65
10/03/2014;1;0;0;10;3;1;2014;23,45;11,4;7,75;3,65
11/03/2014;2;0;0;11;3;1;2014;23,65;10,6;7,83;2,77
12/03/2014;3;0;0;12;3;1;2014;23,42;10,61;7,91;2,7
13/03/2014;4;0;0;13;3;1;2014;23,32;10,71;8;2,71
14/03/2014;5;0;0;14;3;1;2014;23,41;10,87;8,1;2,77
15/03/2014;6;0;0;15;3;1;2014;23,1;10,33;8,18;2,15
16/03/2014;7;0;0;16;3;1;2014;23,25;11,07;8,28;2,79
17/03/2014;1;0;0;17;3;1;2014;23,25;10,55;8,37;2,18
18/03/2014;2;0;0;18;3;1;2014;23,57;10,61;8,47;2,14
19/03/2014;3;0;0;19;3;1;2014;23,17;10,94;8,57;2,37
20/03/2014;4;0;0;20;3;1;2014;22,89;11,95;8,68;3,27
21/03/2014;5;0;0;21;3;1;2014;22,57;11,54;8,78;2,76
22/03/2014;6;0;0;22;3;1;2014;22,23;9,77;8,88;0,89
23/03/2014;7;0;0;23;3;1;2014;21,43;7,71;8,99;-1,28
24/03/2014;1;0;0;24;3;1;2014;21,43;6,95;9,1;-2,15
25/03/2014;2;0;0;25;3;1;2014;22,54;6,82;9,22;-2,4
26/03/2014;3;0;0;26;3;1;2014;23,16;7,12;9,33;-2,21
27/03/2014;4;0;0;27;3;1;2014;22,6;7,23;9,44;-2,21
28/03/2014;5;0;0;28;3;1;2014;22,59;8,94;9,56;-0,62
29/03/2014;6;0;0;29;3;1;2014;22,11;11,47;9,68;1,79
30/03/2014;7;0;0;30;3;1;2014;20,98;12,57;9,8;2,77
31/03/2014;1;0;0;31;3;1;2014;20,98;11,21;9,92;1,29
01/04/2014;2;0;0;1;4;2;2014;21,09;13,49;10,05;3,44
02/04/2014;3;0;0;2;4;2;2014;21,4;13,88;10,18;3,7
03/04/2014;4;0;0;3;4;2;2014;21,49;13,97;10,3;3,67
04/04/2014;5;0;0;4;4;2;2014;20,42;13,02;10,43;2,59
05/04/2014;6;0;0;5;4;2;2014;20,38;12,74;10,56;2,18
06/04/2014;7;0;0;6;4;2;2014;20,37;13,57;10,69;2,88
07/04/2014;1;0;0;7;4;2;2014;20,37;14,44;10,82;3,62
08/04/2014;2;0;0;8;4;2;2014;20,28;12,52;10,96;1,56
09/04/2014;3;0;0;9;4;2;2014;21,37;11,38;11,09;0,29
10/04/2014;4;0;0;10;4;2;2014;20,98;11,63;11,22;0,41
11/04/2014;5;0;0;11;4;2;2014;21,41;12,15;11,36;0,79
12/04/2014;6;0;0;12;4;2;2014;21,33;12,42;11,49;0,93
13/04/2014;7;0;1;13;4;2;2014;21,2;12,41;11,63;0,78
14/04/2014;1;0;1;14;4;2;2014;21,2;11,97;11,77;0,2
15/04/2014;2;0;1;15;4;2;2014;21,43;10,98;11,9;-0,92
16/04/2014;3;0;1;16;4;2;2014;22,46;10,66;12,03;-1,37
17/04/2014;4;0;1;17;4;2;2014;22,3;11,38;12,18;-0,8
18/04/2014;5;0;1;18;4;2;2014;22,44;11,31;12,31;-1
19/04/2014;6;0;1;19;4;2;2014;21,5;10,17;12,46;-2,29
20/04/2014;7;0;1;20;4;2;2014;21,5;10,53;12,59;-2,06
21/04/2014;1;1;1;21;4;2;2014;21,5;11,28;12,73;-1,45
22/04/2014;2;0;1;22;4;2;2014;21,5;12,21;12,86;-0,65
23/04/2014;3;0;1;23;4;2;2014;21,67;13,06;13;0,06
24/04/2014;4;0;1;24;4;2;2014;20,65;13,62;13,13;0,49
25/04/2014;5;0;1;25;4;2;2014;20,47;13,26;13,26;0
26/04/2014;6;0;1;26;4;2;2014;20,2;12,01;13,4;-1,39
27/04/2014;7;0;1;27;4;2;2014;20,84;11,19;13,53;-2,34
28/04/2014;1;0;0;28;4;2;2014;20,84;11,18;13,66;-2,48
29/04/2014;2;0;0;29;4;2;2014;20,86;11,47;13,79;-2,32
30/04/2014;3;0;0;30;4;2;2014;21;12,16;13,92;-1,76
01/05/2014;4;1;0;1;5;2;2014;20,39;12,34;14,06;-1,72
02/05/2014;5;0;0;2;5;2;2014;19,4;12,14;14,18;-2,04
03/05/2014;6;0;0;3;5;2;2014;19,4;11,31;14,3;-2,99
04/05/2014;7;0;0;4;5;2;2014;20,19;11,15;14,43;-3,28
05/05/2014;1;0;0;5;5;2;2014;20,19;12,89;14,56;-1,67
06/05/2014;2;0;0;6;5;2;2014;20,19;13,99;14,68;-0,69
07/05/2014;3;0;0;7;5;2;2014;19,99;13,99;14,8;-0,81
08/05/2014;4;1;0;8;5;2;2014;19,54;13,68;14,92;-1,24
09/05/2014;5;0;0;9;5;2;2014;19,04;14,48;15,03;-0,55
10/05/2014;6;0;0;10;5;2;2014;19,93;14,29;15,15;-0,86
11/05/2014;7;0;0;11;5;2;2014;19,96;13,21;15,27;-2,06
12/05/2014;1;0;0;12;5;2;2014;19,96;11,84;15,38;-3,54
13/05/2014;2;0;0;13;5;2;2014;20,06;11,09;15,5;-4,41
14/05/2014;3;0;0;14;5;2;2014;20,08;11,57;15,61;-4,04
15/05/2014;4;0;0;15;5;2;2014;20,38;12,04;15,72;-3,68
16/05/2014;5;0;0;16;5;2;2014;20,07;12,83;15,84;-3,01
17/05/2014;6;0;0;17;5;2;2014;19,52;14,26;15,95;-1,69
18/05/2014;7;0;0;18;5;2;2014;18,93;15,74;16,06;-0,32
19/05/2014;1;0;0;19;5;2;2014;18,93;16,8;16,16;0,64
20/05/2014;2;0;0;20;5;2;2014;19,47;16,4;16,27;0,13
21/05/2014;3;0;0;21;5;2;2014;19,26;16,09;16,36;-0,27
22/05/2014;4;0;0;22;5;2;2014;20,14;15,38;16,47;-1,09
23/05/2014;5;0;0;23;5;2;2014;19,98;14,24;16,57;-2,33
24/05/2014;6;0;0;24;5;2;2014;19,66;13,36;16,67;-3,31
25/05/2014;7;0;0;25;5;2;2014;19,08;13,72;16,77;-3,05
26/05/2014;1;0;0;26;5;2;2014;19,08;13,8;16,87;-3,07
27/05/2014;2;0;0;27;5;2;2014;19,08;13,49;16,97;-3,48
28/05/2014;3;0;0;28;5;2;2014;20,02;11,59;17,07;-5,48
29/05/2014;4;1;0;29;5;2;2014;20,79;14,13;17,16;-3,03
30/05/2014;5;0;0;30;5;2;2014;19,07;14,94;17,26;-2,32
31/05/2014;6;0;0;31;5;2;2014;19,05;15,46;17,36;-1,9
01/06/2014;7;0;0;1;6;2;2014;19,37;15,23;17,46;-2,23
02/06/2014;1;0;0;2;6;2;2014;19,37;15,46;17,55;-2,09
03/06/2014;2;0;0;3;6;2;2014;18,86;15,84;17,64;-1,8
04/06/2014;3;0;0;4;6;2;2014;19,58;14,73;17,74;-3,01
05/06/2014;4;0;0;5;6;2;2014;19,9;14,69;17,83;-3,14
06/06/2014;5;0;0;6;6;2;2014;18,53;17,4;17,92;-0,52
07/06/2014;6;0;0;7;6;2;2014;17,12;19,75;18,02;1,73
08/06/2014;7;0;0;8;6;2;2014;17,27;20,97;18,11;2,86
09/06/2014;1;1;0;9;6;2;2014;17,27;21,33;18,19;3,14
10/06/2014;2;0;0;10;6;2;2014;16,71;20,39;18,29;2,1
11/06/2014;3;0;0;11;6;2;2014;17,97;20,25;18,38;1,87
12/06/2014;4;0;0;12;6;2;2014;18,15;20,56;18,47;2,09
13/06/2014;5;0;0;13;6;2;2014;18,14;20,67;18,56;2,11
14/06/2014;6;0;0;14;6;2;2014;17,36;19,41;18,65;0,76
15/06/2014;7;0;0;15;6;2;2014;18,2;17,57;18,74;-1,17
16/06/2014;1;0;0;16;6;2;2014;18,2;16,96;18,83;-1,87
17/06/2014;2;0;0;17;6;2;2014;18,42;16,43;18,92;-2,49
18/06/2014;3;0;0;18;6;2;2014;19,29;16,62;19;-2,38
19/06/2014;4;0;0;19;6;2;2014;18,04;17,22;19,1;-1,88
20/06/2014;5;0;0;20;6;2;2014;17,82;17,89;19,18;-1,29
21/06/2014;6;0;0;21;6;2;2014;17,54;18,64;19,26;-0,62
22/06/2014;7;0;0;22;6;2;2014;17,4;19,74;19,35;0,39
23/06/2014;1;0;0;23;6;2;2014;17,4;19,69;19,43;0,26
24/06/2014;2;0;0;24;6;2;2014;17,82;19,75;19,52;0,23
25/06/2014;3;0;0;25;6;2;2014;17,91;18,97;19,6;-0,63
26/06/2014;4;0;0;26;6;2;2014;17,78;18,68;19,68;-1
27/06/2014;5;0;0;27;6;2;2014;17,94;18,62;19,76;-1,14
28/06/2014;6;0;0;28;6;2;2014;17,88;17,78;19,85;-2,07
29/06/2014;7;0;0;29;6;2;2014;17,25;16,56;19,93;-3,37
30/06/2014;1;0;0;30;6;2;2014;17,25;16,37;20,01;-3,64
01/07/2014;2;0;0;1;7;3;2014;18,25;17,31;20,08;-2,77
02/07/2014;3;0;0;2;7;3;2014;18,35;18,37;20,16;-1,79
03/07/2014;4;0;0;3;7;3;2014;18,48;20,17;20,23;-0,06
04/07/2014;5;0;0;4;7;3;2014;18,08;20,33;20,3;0,03
05/07/2014;6;0;0;5;7;3;2014;17,67;19,74;20,37;-0,63
06/07/2014;7;0;1;6;7;3;2014;17,11;18,85;20,44;-1,59
07/07/2014;1;0;1;7;7;3;2014;17,11;17,1;20,5;-3,4
08/07/2014;2;0;1;8;7;3;2014;17,18;16,18;20,57;-4,39
09/07/2014;3;0;1;9;7;3;2014;16,8;15,3;20,63;-5,33
10/07/2014;4;0;1;10;7;3;2014;16,45;15,29;20,69;-5,4
11/07/2014;5;0;1;11;7;3;2014;16,54;16,07;20,75;-4,68
12/07/2014;6;0;1;12;7;3;2014;15,93;16,99;20,79;-3,8
13/07/2014;7;0;1;13;7;3;2014;15,73;17,38;20,85;-3,47
14/07/2014;1;1;1;14;7;3;2014;15,73;17,9;20,89;-2,99
15/07/2014;2;0;1;15;7;3;2014;15,68;18,69;20,94;-2,25
16/07/2014;3;0;1;16;7;3;2014;17,01;20,55;20,98;-0,43
17/07/2014;4;0;1;17;7;3;2014;16,67;22,48;21,02;1,46
18/07/2014;5;0;1;18;7;3;2014;17,33;23,7;21,04;2,66
19/07/2014;6;0;1;19;7;3;2014;17,13;23,51;21,08;2,43
20/07/2014;7;0;1;20;7;3;2014;17,05;20,96;21,11;-0,15
21/07/2014;1;0;1;21;7;3;2014;17,05;19,47;21,13;-1,66
